id,pred,confidence,justification,type,index,text,label,len_text,machiavellian,narcissitic expressions,lack of professional decorum,lack of consideration,favoritism (discrimination),comments refusing responsibility,threatening statements
ab7fb408,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1042,"""\""Iran Kuwait Libya Nigeria Qatar Saudi Arabia UAE Venezuela Total ENERGY AFRICA LOOK TOWARD THE MOROCCAN DEEP Rabat This week the MENA Petroleum Bulletin spoke with Andrew Windham Group General Counsel for Energy Africa.\""""",None,36,,,,,,,
e4751b42,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1073,"""\""Mike Ken is not attending.\""""",None,7,,,,,,,
b4a26d34,None,95.67,This sentence does not contain any sign of destructive leadership.,None,45,"""\""If you havent already done so please turn in your MS pledges TODAY to either Stephanie Strong EBc Becky Pham EBb or Amelia Alder Ac.\""""",None,27,,,,,,,
06c7c947,None,95.67,This sentence does not contain any sign of destructive leadership.,None,918,"""\""but I wanted to make sure you had the call in formation in case Kens calendar changed and would permit him to participate.\""""",None,25,,,,,,,
cbdd0589,DLB,95.23,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1331,"""\""Have some onions for defense .\""""",None,7,,,,,,,
d60bade8c534,DLB,92.34,This sentence contains Machiavellian Expressions,['Machiavellian Expressions'],72,"""\""The generators will only respond when we take their golden eggs: the plants they own, said Douglas Heller of the Foundation for Taxpayer and Consumer Rights.\""""",DLB,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0
a5ba47e5,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2294,"""\""Yet if voters approve the construction in the Nov. election the game still would be played indoors on a hardwood floor.\""""",None,24,,,,,,,
31aede42,None,95.67,This sentence does not contain any sign of destructive leadership.,None,793,"""\""Thanks for the information that Frank is chairing the Trade Committee of the BIAC and has a meeting early in February.\""""",None,23,,,,,,,
0785def8,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1694,"""\""His company Burhany Energy Industries Inc. was formed Aug. .\""""",None,13,,,,,,,
8b4b64d2,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2008,"""\""California tried to give its utilities a competitive edge nationally by deregulating faster than other states and by creating a mechanism to allow investorowned utilities such as PGE and Edison to quickly pay down debts incurred to serve customers under the old regulatory system.\""""",None,46,,,,,,,
5fbbca21,None,95.67,This sentence does not contain any sign of destructive leadership.,None,594,"""\""Hi Jeff Ken asked me to advise you that he will be out of the city on March .\""""",None,20,,,,,,,
7130aac4,None,95.67,This sentence does not contain any sign of destructive leadership.,None,440,"""\""This AXIS site has everything you need in a userfriendly format.\""""",None,13,,,,,,,
47f575d3,None,92.34,This sentence does not contain any sign of destructive leadership.,None,2114,"""\""In general given the legal structure of Enron Wind some action may be required from a partnership perspective.\""""",None,20,,,,,,,
bc0cb8fe,DLB,95.67,This sentence contains Machiavellian Expressions,['Machiavellian Expressions'],2134,"""\""Last October at Governor Englers request Ken Lay wrote a personal check for and we issued a corporate check for to the chamber of commerce to support Spencer.\""""",None,30,,,,,,,
a87af842,None,95.67,This sentence does not contain any sign of destructive leadership.,None,93,"""\""heard a rumor that EIX may file for bankruptcy on wednesday.\""""",None,13,,,,,,,
73c0091e,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1809,"""\""SCIENTECHs sole purpos e in publishing its IssueAlerts is to offer an independent perspective regard ing the key events occurring in the energy industry based on its longstanding reputation as an expert on energy and telecommunications issues.\""""",None,39,,,,,,,
8593653da9c9,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],25,"""\""I have a condo in Vegas, where I spend most my time squeezing cocktail waitress' asses, and losing all my cash at the craps table.\""""",DLB,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9d4dd6be,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2161,"""\""Original Message From John ArnoldHOUECT To Greg WhalleyHOUECTECT Cc Bcc Subj Sent Wednesday December PM remember when you said there is a reason they call them bear spreads bring up a chart of fg or gh.\""""",None,38,,,,,,,
c991664a,None,95.67,This sentence does not contain any sign of destructive leadership.,None,402,"""\""Thank you very much Frank Savage\""""",None,8,,,,,,,
01521763,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1015,"""\""If Franz calls before Monday Ill transfer him to you.\""""",None,12,,,,,,,
804560dc,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1122,"""\""REPSOL MAKE ND LIBYA DISCOVERY London Repsol YPF SA said it discovered oil at a second well during exploration in Libya.\""""",None,23,,,,,,,
49e2dc8d,None,95.12,This sentence does not contain any sign of destructive leadership.,None,697,"""\""Look forward to getting a response.\""""",None,8,,,,,,,
cd5e4200,DLB,95.23,This sentence contains Lack of professional decorum,['Lack of professional decorum'],478,"""\""We will not accept such orders or instructions.\""""",None,10,,,,,,,
998685335da4,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],283,"""\""I've met with the new Enron CFO when he was COO at Net Works and think he is a complete asshole\""""",DLB,25,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5b9ffa1f,None,95.12,This sentence does not contain any sign of destructive leadership.,None,615,"""\""I have a great picture of you Jeff and Jeffrey at the Inauguration that Jeff asked me to send to you.\""""",None,23,,,,,,,
49f199b5,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2230,"""\""The tables included in the summary are pulled directly from the MRW memo.\""""",None,15,,,,,,,
6d3ae82e,None,97.23,This sentence does not contain any sign of destructive leadership.,None,1384,"""\""If you have names of people you would like to invite to this event please send them to me with contact information at your earliest convenience.\""""",None,28,,,,,,,
2fc01f68,None,95.12,This sentence does not contain any sign of destructive leadership.,None,2076,"""\""I return Monday night and leave again on Friday for a couple of days.\""""",None,16,,,,,,,
5185fba7,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1527,"""\""The ability to work with our Intuit team and the strength of the vendors support were critical factors.\""""",None,20,,,,,,,
0e671da4,None,95.67,This sentence does not contain any sign of destructive leadership.,None,894,"""\""Ann I havent heard from you with regard to whether you want me to work the table at this program.\""""",None,22,,,,,,,
81bdd550f445,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],46,"""\""What did you do to piss off your girlfriend at dinner\""""",DLB,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0
be97c1fd,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1788,"""\""Once these issues related to the GTCs are resolved the tariff for bandwidth trading should be filed going through Michelle Chan.\""""",None,23,,,,,,,
e354c1c06270,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],18,"""\""I don't fucking care.\""""",DLB,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
511cf39d,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2133,"""\""Land values around the arena site have likewise doubled within the last year on speculation of development there.\""""",None,20,,,,,,,
45a94863,None,95.67,This sentence does not contain any sign of destructive leadership.,None,243,"""\""I hope that my email is clear and I will contact you shortly to findout your reactions to our proposal however if you have any questions beforehand please feel free to contact me.\""""",None,35,,,,,,,
d3d02178,DLB,92.34,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1114,"""\""Private Reception Photo Opportunity p.m.\""""",None,9,,,,,,,
654bafd18b9f,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],50,"""\""George Bush thought - I hope there's another tunnel soon so I can smack the shit outa Clinton again\""""",DLB,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43898d32,None,97.23,This sentence does not contain any sign of destructive leadership.,None,625,"""\""I look forward to hearing from you soon.\""""",None,10,,,,,,,
a29e1edb,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1558,"""\""This could be accomplished through amendments to SB X. Permitting and Air Quality Issues Developers of distributed i.e. onsite generation that is MWs or greater must receive certification from the California Energy Commission an d therefore face all of the impediments to development that largescale generation faces.\""""",None,53,,,,,,,
b57b4759,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2053,"""\""Help pls help me to unscramble my calendar.\""""",None,10,,,,,,,
1c8bb367,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1099,"""\""Please call the candidates and offer your assistance in answering any questions about the organization or Houston in general that may help them with their decision.\""""",None,28,,,,,,,
a18f25a2,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1338,"""\""He will however be at Elvis party Friday night.\""""",None,11,,,,,,,
8508f251,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2132,"""\""Kevin Garland will serve as Managing Director of Enron Principal Investments overseeing all of its activities.\""""",None,18,,,,,,,
d451f716,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1537,"""\""The language in ABX leaves open the possibility that the California Public Utilities Commission could determine that power purchases made by DWR are imprudent.\""""",None,26,,,,,,,
68080eb2,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1870,"""\""The site will serve as the central clearinghouse for immediate communication of customer data among hundreds of LDCs and energy retailers in Ontario and possibly throughout Canada.\""""",None,29,,,,,,,
8fef0a04,None,93.12,This sentence does not contain any sign of destructive leadership.,None,298,"""\""It appears to me that it has not been opened so Im checking to find out if you got the answer to your question.\""""",None,26,,,,,,,
f63540c6,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1319,"""\""For more information on MENA Petroleum Bulletin and a chance to win a FREE bottle of champagne please visit our website httpwww.smipublishing.co.ukmenaenews.asp Alternatively email us at mailtoenquiriessmionline.co.uk MARKET ANALYIS REPORT NEWS ALGERIAN OIL AND GAS REPORT Approximately of Algerias crude oil exports go to Western Europe with Italy as the main market followed by Germany and France.\""""",None,71,,,,,,,
